name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-19T17:00:00,32.0,31.4,14.4,34.51,0.0,0.0,,0.0,0.0,22.7,12.6,180.0,1008.8,29.6,37.0,597.1,2.1,6.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-19T18:00:00,32.3,31.7,14.6,34.33,0.0,0.0,,0.0,0.0,21.6,13.7,200.0,1008.2,13.0,,456.7,1.6,5.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-19T19:00:00,30.9,30.8,15.8,40.26,0.0,0.0,,0.0,0.0,20.9,9.4,220.0,1007.9,87.1,,310.2,1.1,3.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-19T20:00:00,28.3,28.8,17.0,50.48,0.0,0.0,,0.0,0.0,16.2,4.0,220.0,1008.4,97.9,47.0,142.9,0.5,1.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-19T21:00:00,26.2,26.2,17.4,58.39,0.01,100.0,rain,0.0,0.0,10.4,18.7,310.0,1008.7,98.6,33.0,40.7,0.1,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-19T22:00:00,21.1,21.1,16.6,75.57,0.725,100.0,rain,0.0,0.0,10.8,16.9,200.0,1010.2,89.5,7.0,1.2,0.0,0.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-19T23:00:00,20.1,20.1,17.6,85.5,2.031,100.0,rain,0.0,0.0,15.5,1.8,10.0,1010.3,18.0,22.0,0.0,0.0,0.0,,Rain,rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T00:00:00,18.1,18.1,17.6,97.02,9.386,100.0,rain,0.0,0.0,18.7,20.5,320.0,1010.2,60.0,14.0,0.0,0.0,0.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T01:00:00,19.0,19.0,17.8,92.32,0.852,100.0,rain,0.0,0.0,24.1,12.2,80.0,1011.1,97.9,23.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T02:00:00,18.8,18.8,17.8,93.65,0.249,100.0,rain,0.0,0.0,21.6,4.0,150.0,1012.7,94.5,12.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T03:00:00,18.5,18.5,17.8,95.51,0.324,100.0,rain,0.0,0.0,17.6,5.0,90.0,1011.9,97.9,9.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T04:00:00,18.1,18.1,17.4,96.17,0.0,0.0,,0.0,0.0,8.6,7.9,70.0,1011.8,100.0,12.0,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T05:00:00,17.8,17.8,17.2,96.32,0.0,0.0,,0.0,0.0,7.6,5.8,40.0,1011.7,100.0,13.0,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T06:00:00,17.5,17.5,17.3,99.06,0.795,100.0,rain,0.0,0.0,5.8,4.7,200.0,1011.6,100.0,0.0,2.6,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T07:00:00,18.0,18.0,17.4,96.47,0.228,100.0,rain,0.0,0.0,9.7,1.4,140.0,1011.0,93.5,5.0,46.6,0.2,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T08:00:00,18.3,18.3,17.4,94.13,0.202,100.0,rain,0.0,0.0,10.1,2.9,270.0,1011.0,85.7,23.0,152.3,0.5,2.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T09:00:00,19.1,19.1,17.8,92.01,0.0,0.0,,0.0,0.0,30.2,1.8,260.0,1011.3,98.4,22.0,320.8,1.2,3.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T10:00:00,19.7,19.7,18.0,89.84,0.0,0.0,,0.0,0.0,37.4,9.7,200.0,1011.1,99.3,31.0,385.7,1.4,4.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T11:00:00,20.3,20.3,18.1,87.44,0.0,0.0,,0.0,0.0,38.9,11.2,200.0,1011.3,99.3,33.0,252.2,0.9,3.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T12:00:00,22.2,22.2,18.3,78.69,0.0,0.0,,0.0,0.0,37.4,13.3,240.0,1011.2,92.4,29.0,377.9,1.4,4.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T13:00:00,22.7,22.7,17.3,71.72,0.0,0.0,,0.0,0.0,49.0,14.0,240.0,1011.1,98.0,35.0,693.8,2.5,7.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T14:00:00,22.4,22.4,17.3,72.6,0.017,100.0,rain,0.0,0.0,49.3,10.8,220.0,1011.3,100.0,40.0,736.1,2.6,7.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T15:00:00,20.3,20.3,18.5,89.13,0.669,100.0,rain,0.0,0.0,46.4,14.4,210.0,1011.8,100.0,11.0,322.2,1.2,3.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T16:00:00,20.2,20.2,19.2,93.6,0.789,100.0,rain,0.0,0.0,38.5,16.2,210.0,1011.9,99.3,20.0,467.9,1.7,5.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T17:00:00,21.4,21.4,18.7,84.76,0.036,100.0,rain,0.0,0.0,45.4,12.6,210.0,1011.6,92.6,39.0,459.5,1.7,5.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T18:00:00,22.3,22.3,17.6,74.54,0.0,0.0,,0.0,0.0,46.4,15.5,210.0,1011.2,31.8,48.0,440.3,1.6,4.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T19:00:00,22.1,22.1,17.3,74.48,0.0,0.0,,0.0,0.0,45.7,13.7,190.0,1011.1,30.2,,234.6,0.8,2.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T20:00:00,22.3,22.3,17.3,73.36,0.0,0.0,,0.0,0.0,38.5,15.5,200.0,1011.2,22.6,,140.1,0.5,1.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T21:00:00,21.5,21.5,17.3,76.76,0.0,0.0,,0.0,0.0,28.8,15.5,190.0,1011.7,43.6,,46.2,0.2,0.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T22:00:00,19.9,19.9,16.8,82.72,0.0,0.0,,0.0,0.0,22.0,8.6,210.0,1012.4,47.8,,1.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-20T23:00:00,19.8,19.8,16.6,81.38,0.0,0.0,,0.0,0.0,18.7,14.4,220.0,1012.7,35.4,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T00:00:00,18.8,18.8,16.3,85.19,0.0,0.0,,0.0,0.0,16.9,15.5,220.0,1013.1,13.0,48.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T01:00:00,17.7,17.7,16.1,90.8,0.0,0.0,,0.0,0.0,15.1,13.0,240.0,1013.5,0.0,39.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T02:00:00,17.4,17.4,16.0,91.75,0.0,0.0,,0.0,0.0,12.6,2.5,190.0,1013.8,0.0,34.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T03:00:00,16.7,16.7,15.5,92.6,0.0,0.0,,0.0,0.0,12.2,5.8,150.0,1014.0,0.0,24.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T04:00:00,16.0,16.0,15.3,95.46,0.0,0.0,,0.0,0.0,11.9,4.0,180.0,1014.4,13.0,16.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T05:00:00,15.5,15.5,15.1,97.48,0.0,0.0,,0.0,0.0,11.9,8.6,210.0,1014.6,38.8,6.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T06:00:00,15.1,15.1,14.8,98.12,0.0,0.0,,0.0,0.0,11.2,1.8,290.0,1014.8,39.9,1.0,2.6,0.0,0.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T07:00:00,15.5,15.5,15.1,97.57,0.0,0.0,,0.0,0.0,10.8,2.2,20.0,1014.8,41.2,0.0,65.5,0.2,1.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T08:00:00,16.5,16.5,15.7,95.02,0.0,0.0,,0.0,0.0,11.5,3.2,90.0,1014.9,58.1,2.0,189.4,0.7,2.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T09:00:00,18.6,18.6,16.0,84.77,0.0,0.0,,0.0,0.0,10.4,5.4,220.0,1015.1,13.0,16.0,352.6,1.3,4.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T10:00:00,21.0,21.0,15.9,72.55,0.0,0.0,,0.0,0.0,15.5,5.0,190.0,1014.8,53.9,36.0,511.5,1.8,5.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T11:00:00,22.8,22.8,14.1,57.92,0.0,0.0,,0.0,0.0,20.9,7.6,180.0,1014.4,13.0,,649.0,2.3,6.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T12:00:00,23.3,23.3,11.9,48.77,0.0,0.0,,0.0,0.0,22.7,13.0,210.0,1014.3,62.3,,735.1,2.6,7.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T13:00:00,24.4,24.4,12.6,47.79,0.0,0.0,,0.0,0.0,24.1,13.0,200.0,1013.7,98.6,,774.3,2.8,8.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T14:00:00,25.4,25.4,13.4,47.29,0.0,0.0,,0.0,0.0,25.9,9.0,240.0,1013.4,91.0,,798.4,2.9,8.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T15:00:00,25.6,25.6,13.1,45.92,0.0,0.0,,0.0,0.0,25.9,9.4,180.0,1012.9,65.3,,527.4,1.9,5.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T16:00:00,25.3,25.3,12.6,45.06,0.0,0.0,,0.0,0.0,22.0,6.8,220.0,1012.6,51.8,,549.5,2.0,5.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T17:00:00,26.2,26.2,13.4,44.96,0.0,0.0,,0.0,0.0,17.6,8.3,250.0,1011.9,13.0,,456.8,1.6,5.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T18:00:00,25.9,25.9,13.5,46.25,0.0,0.0,,0.0,0.0,14.4,5.4,350.0,1011.5,37.4,,372.2,1.3,4.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T19:00:00,26.2,26.2,13.6,45.84,0.0,0.0,,0.0,0.0,10.4,8.3,90.0,1010.6,13.0,,160.2,0.6,2.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T20:00:00,25.3,25.3,13.8,48.79,0.0,0.0,,0.0,0.0,8.3,6.1,70.0,1010.8,67.1,,153.2,0.6,2.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T21:00:00,23.0,23.0,15.5,62.66,0.0,0.0,,0.0,0.0,9.4,1.8,350.0,1010.9,13.0,,52.9,0.2,1.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T22:00:00,20.9,20.9,15.5,71.0,0.0,0.0,,0.0,0.0,21.2,5.8,360.0,1011.3,13.0,,0.9,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-21T23:00:00,20.0,20.0,15.6,75.65,0.0,0.0,,0.0,0.0,20.2,6.1,360.0,1011.1,100.0,39.0,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T00:00:00,19.9,19.9,15.3,74.92,0.0,0.0,,0.0,0.0,22.7,6.5,10.0,1010.9,100.0,46.0,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T01:00:00,19.6,19.6,15.2,75.99,0.005,100.0,rain,0.0,0.0,23.0,4.7,30.0,1010.9,100.0,40.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T02:00:00,19.2,19.2,15.1,77.28,0.028,100.0,rain,0.0,0.0,23.4,4.3,360.0,1010.5,100.0,44.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T03:00:00,19.3,19.3,15.5,78.62,0.009,100.0,rain,0.0,0.0,28.1,11.9,270.0,1011.4,100.0,38.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T04:00:00,18.6,18.6,16.1,85.78,0.0,0.0,,0.0,0.0,27.7,6.5,280.0,1011.4,100.0,43.0,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T05:00:00,18.3,18.3,16.2,87.54,0.009,100.0,rain,0.0,0.0,27.0,8.3,280.0,1011.5,100.0,49.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T06:00:00,17.7,17.7,16.7,93.54,0.096,100.0,rain,0.0,0.0,25.2,9.7,180.0,1011.9,100.0,31.0,1.8,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T07:00:00,17.7,17.7,16.5,92.9,0.0,0.0,,0.0,0.0,16.6,3.2,190.0,1012.1,100.0,32.0,32.4,0.1,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T08:00:00,18.3,18.3,16.4,88.71,0.0,0.0,,0.0,0.0,11.5,5.8,200.0,1013.0,99.0,42.0,92.9,0.3,1.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T09:00:00,18.7,18.7,16.7,88.31,0.008,100.0,rain,0.0,0.0,17.6,9.0,220.0,1013.5,84.4,44.0,210.1,0.8,2.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T10:00:00,19.9,19.9,16.7,81.54,0.0,0.0,,0.0,0.0,21.2,11.9,250.0,1013.5,74.3,,394.3,1.4,4.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T11:00:00,21.0,21.0,16.3,74.29,0.0,0.0,,0.0,0.0,26.3,6.5,240.0,1013.7,62.5,,587.9,2.1,6.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T12:00:00,23.0,23.0,15.7,63.35,0.0,0.0,,0.0,0.0,28.1,11.2,260.0,1013.6,27.1,49.0,733.5,2.6,7.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T13:00:00,24.1,24.1,15.3,57.91,0.0,0.0,,0.0,0.0,29.2,5.4,240.0,1013.3,39.4,39.0,804.6,2.9,8.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T14:00:00,26.0,26.0,15.3,51.68,0.0,0.0,,0.0,0.0,29.9,13.7,200.0,1013.2,95.7,37.0,720.7,2.6,7.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T15:00:00,25.3,25.3,15.0,52.89,0.0,0.0,,0.0,0.0,28.1,11.5,220.0,1013.0,98.3,,672.8,2.4,7.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T16:00:00,26.3,26.3,14.8,49.1,0.0,0.0,,0.0,0.0,29.5,13.0,180.0,1012.5,97.3,,599.7,2.2,6.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T17:00:00,22.8,22.8,15.4,63.03,0.0,0.0,,0.0,0.0,29.2,25.2,260.0,1013.1,100.0,44.0,520.7,1.9,5.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T18:00:00,21.4,21.4,15.8,70.31,0.461,100.0,rain,0.0,0.0,28.8,4.7,10.0,1013.3,80.5,,332.2,1.2,3.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T19:00:00,23.2,23.2,15.4,61.68,0.0,0.0,,0.0,0.0,25.2,4.0,20.0,1012.7,48.5,,226.7,0.8,2.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T20:00:00,22.3,22.3,17.1,72.46,0.0,0.0,,0.0,0.0,16.2,5.0,350.0,1012.7,13.0,,153.9,0.6,2.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T21:00:00,20.5,20.5,17.6,83.79,0.0,0.0,,0.0,0.0,11.5,6.8,360.0,1012.9,0.0,34.0,49.2,0.2,0.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T22:00:00,19.0,19.0,17.5,90.91,0.0,0.0,,0.0,0.0,11.9,6.8,340.0,1013.4,82.3,20.0,0.8,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-22T23:00:00,18.0,18.0,17.0,94.39,0.0,0.0,,0.0,0.0,12.2,7.2,350.0,1013.2,89.3,11.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-23T00:00:00,17.6,17.6,16.7,94.47,0.0,0.0,,0.0,0.0,13.3,7.6,50.0,1013.0,78.4,7.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-23T01:00:00,17.2,17.2,16.0,92.37,0.0,0.0,,0.0,0.0,13.7,7.6,360.0,1012.7,98.5,14.0,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-23T02:00:00,17.2,17.2,16.1,93.0,0.0,0.0,,0.0,0.0,13.3,4.7,360.0,1012.4,100.0,8.0,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-23T03:00:00,17.3,17.3,16.2,93.58,0.009,100.0,rain,0.0,0.0,17.3,6.1,360.0,1012.6,100.0,15.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-23T04:00:00,18.1,18.1,16.3,89.18,0.0,0.0,,0.0,0.0,22.3,11.9,220.0,1013.1,100.0,28.0,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-23T05:00:00,18.3,18.3,16.0,86.58,0.0,0.0,,0.0,0.0,33.8,12.2,230.0,1013.4,100.0,33.0,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-23T06:00:00,18.0,18.0,15.1,83.2,0.0,0.0,,0.0,0.0,35.6,10.4,250.0,1014.0,100.0,41.0,0.6,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-23T07:00:00,17.8,17.8,14.4,80.57,0.0,0.0,,0.0,0.0,33.1,13.3,250.0,1014.4,100.0,42.0,24.4,0.1,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-23T08:00:00,17.7,17.7,14.3,80.27,0.0,0.0,,0.0,0.0,35.3,12.6,230.0,1014.9,70.3,45.0,136.5,0.5,1.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-23T09:00:00,19.1,19.1,13.7,70.77,0.0,0.0,,0.0,0.0,39.2,23.4,230.0,1014.8,45.9,41.0,204.6,0.7,2.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-23T10:00:00,19.1,19.1,12.4,64.89,0.0,0.0,,0.0,0.0,41.0,19.4,270.0,1015.0,63.3,,444.2,1.6,4.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-07-23T11:00:00,20.4,20.4,10.7,53.61,0.0,0.0,,0.0,0.0,45.7,25.2,260.0,1014.9,74.4,36.0,544.9,2.0,5.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
