name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-27T23:00:00,7.7,5.9,-1.3,52.94,0.0,0.0,,0.0,0.0,15.1,10.1,10.0,1024.0,0.0,,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T00:00:00,6.5,4.6,-1.3,57.42,0.0,0.0,,0.0,0.0,15.5,9.4,360.0,1024.3,0.0,,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T01:00:00,5.7,3.9,-1.5,59.89,0.0,0.0,,0.0,0.0,15.5,8.3,360.0,1024.4,0.0,,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T02:00:00,4.7,2.7,-1.7,63.2,0.0,0.0,,0.0,0.0,15.1,8.3,350.0,1024.6,0.0,,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T03:00:00,4.1,1.4,-1.9,64.9,0.0,0.0,,0.0,0.0,13.3,10.8,10.0,1024.8,0.0,,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T04:00:00,3.0,1.1,-2.1,68.99,0.0,0.0,,0.0,0.0,10.8,7.2,350.0,1024.5,0.0,,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T05:00:00,2.4,1.1,-2.3,71.31,0.0,0.0,,0.0,0.0,10.1,5.0,20.0,1024.4,0.0,45.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T06:00:00,1.5,-0.3,-2.6,73.84,0.0,0.0,,0.0,0.0,10.8,6.1,340.0,1024.5,0.0,50.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T07:00:00,0.8,-2.2,-2.6,78.06,0.0,0.0,,0.0,0.0,11.2,9.4,10.0,1024.7,0.0,43.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T08:00:00,1.2,-0.9,-2.7,75.41,0.0,0.0,,0.0,0.0,11.2,6.8,10.0,1025.1,0.0,,32.7,0.1,0.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T09:00:00,3.0,1.7,-1.7,71.32,0.0,0.0,,0.0,0.0,11.9,5.4,340.0,1025.2,0.0,42.0,170.0,0.6,2.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T10:00:00,6.6,6.6,-0.3,61.42,0.0,0.0,,0.0,0.0,13.7,3.2,330.0,1024.8,0.0,27.0,334.3,1.2,3.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T11:00:00,10.7,10.7,-0.4,46.03,0.0,0.0,,0.0,0.0,15.8,2.2,320.0,1024.3,0.0,30.0,484.2,1.7,5.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T12:00:00,13.6,13.6,-0.8,37.3,0.0,0.0,,0.0,0.0,18.7,5.4,160.0,1023.8,0.0,40.0,599.5,2.2,6.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T13:00:00,15.7,15.7,-0.5,33.14,0.0,0.0,,0.0,0.0,21.2,12.6,170.0,1023.1,13.0,38.0,669.1,2.4,7.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T14:00:00,17.3,17.3,0.9,33.02,0.0,0.0,,0.0,0.0,24.5,13.0,170.0,1022.3,0.0,29.0,688.9,2.5,7.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T15:00:00,18.8,18.8,2.7,34.28,0.0,0.0,,0.0,0.0,28.1,16.6,220.0,1021.4,13.0,33.0,657.2,2.4,7.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T16:00:00,19.1,19.1,2.4,32.83,0.0,0.0,,0.0,0.0,29.2,12.2,210.0,1020.7,16.9,42.0,574.4,2.1,6.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T17:00:00,19.4,19.4,2.1,31.63,0.0,0.0,,0.0,0.0,29.2,18.4,260.0,1020.5,0.0,,451.4,1.6,5.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T18:00:00,19.2,19.2,3.2,34.43,0.0,0.0,,0.0,0.0,27.7,22.3,230.0,1020.3,28.3,45.0,301.7,1.1,3.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T19:00:00,18.4,18.4,4.1,38.82,0.0,0.0,,0.0,0.0,23.4,14.8,240.0,1020.7,0.0,,141.2,0.5,1.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T20:00:00,16.3,16.3,4.6,45.87,0.0,0.0,,0.0,0.0,17.3,11.9,240.0,1021.3,0.0,,19.9,0.1,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T21:00:00,14.7,14.7,4.5,50.47,0.0,0.0,,0.0,0.0,19.1,6.1,210.0,1021.8,13.0,,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T22:00:00,13.2,13.2,4.8,56.54,0.0,0.0,,0.0,0.0,17.6,4.7,200.0,1022.3,13.0,41.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-28T23:00:00,11.6,11.6,5.0,64.02,0.0,0.0,,0.0,0.0,19.4,8.3,360.0,1023.0,10.5,38.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T00:00:00,11.1,11.1,5.1,66.39,0.0,0.0,,0.0,0.0,20.9,1.8,220.0,1023.4,42.3,35.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T01:00:00,10.3,10.3,4.7,68.51,0.0,0.0,,0.0,0.0,20.5,3.2,220.0,1024.0,13.0,40.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T02:00:00,10.2,10.2,4.8,68.77,0.0,0.0,,0.0,0.0,18.0,4.7,110.0,1024.2,35.4,27.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T03:00:00,8.6,7.9,4.6,76.12,0.0,0.0,,0.0,0.0,18.0,5.8,200.0,1024.5,35.3,23.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T04:00:00,9.2,8.1,4.7,73.33,0.0,0.0,,0.0,0.0,18.4,7.9,160.0,1024.5,0.0,32.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T05:00:00,8.3,7.5,4.5,76.95,0.0,0.0,,0.0,0.0,19.4,6.1,170.0,1024.9,0.0,28.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T06:00:00,7.7,6.5,4.5,80.11,0.0,0.0,,0.0,0.0,20.9,7.2,160.0,1025.2,17.3,27.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T07:00:00,7.8,6.3,4.6,80.43,0.0,0.0,,0.0,0.0,20.5,8.3,170.0,1025.7,42.4,28.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T08:00:00,8.3,7.5,5.2,80.39,0.0,0.0,,0.0,0.0,19.1,6.1,140.0,1025.8,13.0,26.0,33.9,0.1,0.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T09:00:00,9.8,8.1,5.9,76.31,0.0,0.0,,0.0,0.0,21.2,12.2,220.0,1026.1,0.0,23.0,153.8,0.6,2.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T10:00:00,12.0,12.0,6.7,69.85,0.0,0.0,,0.0,0.0,27.4,12.6,190.0,1025.8,12.0,36.0,322.7,1.2,3.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T11:00:00,13.8,13.8,6.8,63.01,0.0,0.0,,0.0,0.0,34.2,20.9,230.0,1025.9,13.0,33.0,464.8,1.7,5.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T12:00:00,15.5,15.5,6.8,56.08,0.0,0.0,,0.0,0.0,47.2,16.9,250.0,1025.7,67.8,42.0,576.2,2.1,6.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T13:00:00,15.5,15.5,4.4,47.62,0.0,0.0,,0.0,0.0,47.9,26.3,230.0,1025.5,73.1,49.0,533.0,1.9,5.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T14:00:00,16.5,16.5,5.1,46.72,0.0,0.0,,0.0,0.0,47.9,27.4,230.0,1024.9,87.5,39.0,576.6,2.1,6.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T15:00:00,16.8,16.8,5.0,45.67,0.0,0.0,,0.0,0.0,46.4,23.4,230.0,1024.3,100.0,34.0,319.0,1.1,3.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T16:00:00,16.9,16.9,5.5,46.9,0.0,0.0,,0.0,0.0,42.5,26.3,230.0,1024.0,99.7,40.0,300.2,1.1,3.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T17:00:00,16.4,16.4,5.4,48.27,0.0,0.0,,0.0,0.0,40.0,27.7,280.0,1023.9,98.8,,159.6,0.6,2.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T18:00:00,16.0,16.0,5.6,50.03,0.0,0.0,,0.0,0.0,30.6,13.7,260.0,1023.9,99.0,,111.6,0.4,1.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T19:00:00,15.2,15.2,5.5,52.17,0.0,0.0,,0.0,0.0,25.9,13.7,240.0,1024.1,97.9,,81.0,0.3,1.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T20:00:00,14.9,14.9,5.5,53.29,0.0,0.0,,0.0,0.0,20.5,5.4,230.0,1024.4,100.0,,15.4,0.1,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T21:00:00,14.5,14.5,5.6,55.25,0.0,0.0,,0.0,0.0,23.4,7.6,220.0,1025.1,100.0,,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T22:00:00,14.1,14.1,5.5,56.15,0.0,0.0,,0.0,0.0,24.1,5.0,200.0,1025.7,99.3,,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-29T23:00:00,13.5,13.5,6.3,61.47,0.0,0.0,,0.0,0.0,23.4,10.1,290.0,1026.2,99.3,,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T00:00:00,12.7,12.7,6.5,65.75,0.0,0.0,,0.0,0.0,19.4,10.1,290.0,1026.5,98.3,,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T01:00:00,12.0,12.0,6.5,69.34,0.0,0.0,,0.0,0.0,14.4,8.6,310.0,1026.8,98.3,,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T02:00:00,11.6,11.6,6.4,70.54,0.0,0.0,,0.0,0.0,11.9,1.1,60.0,1027.2,99.1,,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T03:00:00,10.5,10.5,6.4,75.62,0.0,0.0,,0.0,0.0,11.5,5.4,180.0,1027.3,100.0,,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T04:00:00,9.6,9.6,6.3,79.49,0.0,0.0,,0.0,0.0,10.8,4.0,220.0,1027.3,13.0,,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T05:00:00,8.5,8.5,6.0,84.29,0.0,0.0,,0.0,0.0,10.4,4.7,190.0,1027.6,92.8,,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T06:00:00,7.7,7.7,5.8,87.79,0.0,0.0,,0.0,0.0,10.4,2.9,220.0,1028.0,94.6,40.0,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T07:00:00,7.5,7.5,5.6,88.2,0.0,0.0,,0.0,0.0,10.4,4.3,180.0,1028.0,99.3,36.0,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T08:00:00,7.5,7.5,5.7,88.45,0.0,0.0,,0.0,0.0,11.2,3.6,90.0,1028.2,93.8,28.0,26.8,0.1,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T09:00:00,8.9,8.1,6.6,85.95,0.0,0.0,,0.0,0.0,10.8,6.1,160.0,1028.2,91.0,28.0,86.9,0.3,1.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T10:00:00,10.7,10.7,7.4,79.66,0.0,0.0,,0.0,0.0,12.6,3.2,160.0,1028.2,88.3,26.0,195.3,0.7,2.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T11:00:00,13.1,13.1,7.9,70.69,0.0,0.0,,0.0,0.0,15.5,9.4,170.0,1027.9,32.1,29.0,304.4,1.1,3.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T12:00:00,15.6,15.6,8.3,61.94,0.0,0.0,,0.0,0.0,18.7,10.1,140.0,1027.5,23.3,30.0,501.3,1.8,5.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T13:00:00,16.7,16.7,7.4,54.08,0.0,0.0,,0.0,0.0,19.1,9.4,160.0,1026.7,11.4,49.0,609.8,2.2,6.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T14:00:00,17.5,17.5,6.8,49.5,0.0,0.0,,0.0,0.0,17.3,7.9,120.0,1026.3,7.2,49.0,536.6,1.9,5.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T15:00:00,18.0,18.0,6.3,46.21,0.0,0.0,,0.0,0.0,16.6,5.0,40.0,1025.6,13.0,,299.4,1.1,3.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T16:00:00,18.5,18.5,6.2,44.67,0.0,0.0,,0.0,0.0,18.0,7.2,180.0,1024.8,0.0,,208.4,0.8,2.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T17:00:00,18.9,18.9,7.5,47.51,0.0,0.0,,0.0,0.0,20.5,7.9,200.0,1024.2,13.0,,257.7,0.9,3.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T18:00:00,18.7,18.7,7.1,46.72,0.0,0.0,,0.0,0.0,19.1,7.9,220.0,1023.7,0.0,,201.9,0.7,2.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T19:00:00,17.4,17.4,7.3,51.35,0.0,0.0,,0.0,0.0,15.8,10.1,140.0,1023.7,0.0,,107.7,0.4,1.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T20:00:00,16.5,16.5,6.2,50.73,0.0,0.0,,0.0,0.0,14.8,3.6,180.0,1023.6,4.2,,20.9,0.1,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T21:00:00,14.3,14.3,6.4,59.13,0.0,0.0,,0.0,0.0,14.8,7.2,80.0,1024.2,37.4,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T22:00:00,12.4,12.4,6.8,68.42,0.0,0.0,,0.0,0.0,14.0,8.3,20.0,1024.3,65.7,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-30T23:00:00,11.0,11.0,6.5,73.76,0.0,0.0,,0.0,0.0,13.3,8.3,360.0,1024.1,0.0,45.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T00:00:00,10.0,8.7,6.1,76.87,0.0,0.0,,0.0,0.0,13.7,9.7,360.0,1024.2,5.2,41.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T01:00:00,9.3,7.9,6.0,79.81,0.0,0.0,,0.0,0.0,14.0,9.7,10.0,1023.8,4.8,44.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T02:00:00,8.5,6.8,5.7,82.66,0.0,0.0,,0.0,0.0,14.4,10.4,350.0,1023.4,0.0,41.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T03:00:00,7.9,6.7,5.5,84.64,0.0,0.0,,0.0,0.0,14.4,7.6,350.0,1023.0,13.0,43.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T04:00:00,7.1,5.3,5.2,88.11,0.0,0.0,,0.0,0.0,14.8,9.4,350.0,1022.5,0.0,30.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T05:00:00,6.6,4.9,5.1,90.25,0.0,0.0,,0.0,0.0,14.8,8.3,350.0,1022.0,25.2,26.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T06:00:00,6.0,4.1,4.8,91.98,0.0,0.0,,0.0,0.0,14.8,9.0,20.0,1021.7,0.0,20.0,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T07:00:00,5.7,4.1,4.7,93.28,0.0,0.0,,0.0,0.0,14.8,7.6,340.0,1021.5,0.0,15.0,0.0,0.0,0.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T08:00:00,5.9,4.0,4.6,91.51,0.0,0.0,,0.0,0.0,15.1,9.0,350.0,1021.6,5.2,12.0,41.7,0.2,0.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T09:00:00,7.8,7.3,5.6,85.61,0.0,0.0,,0.0,0.0,18.4,5.0,350.0,1020.9,6.5,19.0,180.1,0.6,2.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T10:00:00,11.1,11.1,6.9,75.68,0.0,0.0,,0.0,0.0,20.9,4.0,40.0,1020.4,10.8,25.0,341.0,1.2,3.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T11:00:00,13.8,13.8,7.6,66.17,0.0,0.0,,0.0,0.0,23.4,5.0,340.0,1019.7,0.0,19.0,489.6,1.8,5.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T12:00:00,16.6,16.6,7.5,54.9,0.0,0.0,,0.0,0.0,25.9,6.1,170.0,1018.7,0.0,19.0,605.3,2.2,6.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T13:00:00,19.2,19.2,6.7,44.21,0.0,0.0,,0.0,0.0,28.4,4.7,130.0,1017.5,41.0,25.0,679.2,2.4,7.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T14:00:00,20.7,20.7,6.4,39.3,0.0,0.0,,0.0,0.0,31.0,23.0,180.0,1016.4,13.0,29.0,701.1,2.5,7.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T15:00:00,21.4,21.4,7.1,39.76,0.0,0.0,,0.0,0.0,32.8,13.3,180.0,1015.7,42.9,45.0,670.3,2.4,7.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T16:00:00,21.8,21.8,6.5,37.16,0.0,0.0,,0.0,0.0,33.1,22.7,160.0,1014.8,61.4,40.0,586.1,2.1,6.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T17:00:00,22.3,22.3,5.1,32.7,0.0,0.0,,0.0,0.0,33.1,16.6,190.0,1014.1,74.9,41.0,448.4,1.6,4.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T18:00:00,22.0,22.0,3.3,29.35,0.0,0.0,,0.0,0.0,30.2,16.9,220.0,1013.5,26.4,,303.1,1.1,3.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-03-31T19:00:00,20.4,20.4,4.3,34.63,0.0,0.0,,0.0,0.0,22.3,15.1,210.0,1013.5,20.1,,150.2,0.5,2.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
